1	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
2	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
3	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
4	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
5	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
6	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
7	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
8	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
9	9	15	17	18	40	48	59	65	67	68	90	98																																						
10	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
11	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
12	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
13	13	19	25	30	32	46	63	69	75	80	82	96																																						
14	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
15	9	15	17	18	40	48	59	65	67	68	90	98																																						
16	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
17	9	15	17	18	40	48	59	65	67	68	90	98																																						
18	9	15	17	18	40	48	59	65	67	68	90	98																																						
19	13	19	25	30	32	46	63	69	75	80	82	96																																						
20	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
21	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
22	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
23	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
24	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
25	13	19	25	30	32	46	63	69	75	80	82	96																																						
26	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
27	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
28	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
29	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
30	13	19	25	30	32	46	63	69	75	80	82	96																																						
31	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
32	13	19	25	30	32	46	63	69	75	80	82	96																																						
33	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
34	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
35	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
36	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
37	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
38	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
39	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
40	9	15	17	18	40	48	59	65	67	68	90	98																																						
41	41	91																																																
42	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
43	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
44	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
45	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
46	13	19	25	30	32	46	63	69	75	80	82	96																																						
47	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
48	9	15	17	18	40	48	59	65	67	68	90	98																																						
49	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
50	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
51	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
52	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
53	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
54	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
55	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
56	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
57	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
58	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
59	9	15	17	18	40	48	59	65	67	68	90	98																																						
60	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
61	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
62	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
63	13	19	25	30	32	46	63	69	75	80	82	96																																						
64	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
65	9	15	17	18	40	48	59	65	67	68	90	98																																						
66	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
67	9	15	17	18	40	48	59	65	67	68	90	98																																						
68	9	15	17	18	40	48	59	65	67	68	90	98																																						
69	13	19	25	30	32	46	63	69	75	80	82	96																																						
70	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
71	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
72	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
73	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
74	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
75	13	19	25	30	32	46	63	69	75	80	82	96																																						
76	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
77	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
78	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
79	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
80	13	19	25	30	32	46	63	69	75	80	82	96																																						
81	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
82	13	19	25	30	32	46	63	69	75	80	82	96																																						
83	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
84	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
85	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
86	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
87	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
88	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
89	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
90	9	15	17	18	40	48	59	65	67	68	90	98																																						
91	41	91																																																
92	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
93	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
94	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
95	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
96	13	19	25	30	32	46	63	69	75	80	82	96																																						
97	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100																										
98	9	15	17	18	40	48	59	65	67	68	90	98																																						
99	1	5	6	7	8	10	11	12	14	16	21	22	23	26	27	29	33	34	35	36	37	39	42	43	49	51	55	56	57	58	60	61	62	64	66	71	72	73	76	77	79	83	84	85	86	87	89	92	93	99
100	2	3	4	20	24	28	31	38	44	45	47	50	52	53	54	70	74	78	81	88	94	95	97	100
